fpl_code,fbref_code,fotmob_id,fanteam_id,ref_name,fotmob_name,current_team,current_team_id,parent_team,parent_team_id,height_cm,preferred_foot,age,country,market_value_€m,primary_position,listed_positions,is_injured,expected_return,sample_mins,fin_skill,npxg,sot,xa,bcc,tack_w,tack_att,acc_pass,yc,s_rc,og,s_dribb,s_cross,offside,int,block,recov,clear,goal_oa,foul_w,foul_l,eltg,p60_gstart,p90_gstart,on_pens,g,sv_p_xgot,europe_mins_ratio,fac_mins_ratio,lc_mins_ratio
559962,1e711234,1557236,,Jamaldeen Jimoh-Aloba,Jamaldeen Jimoh,Aston Villa Academy,1070261,Aston Villa,10252,,right,18.0,England,,AM,CM/LM/AM/LW/ST,False,,0.0,0.99927,0.15281,0.65021,0.12153,0.40125,0.72398,1.28124,28.12862,0.14393,0.00323,0.00056,1.26004,0.49031,0.16883,0.43689,0.08549,3.9208,0.49381,0.00187,1.80491,1.17271,0.00508,0.9021,0.3804,0.0,0.1527,0.0,0.7,0.584,0.52
200089,a3b03921,860975,84632.0,Joe Willock,Joseph Willock,Newcastle United,10261,Newcastle United,10261,186.0,right,25.0,England,20.83877,CM,CM/AM/LW,True,Mid September 2025,8728.0,0.97862,0.1556,0.43677,0.08111,0.18516,0.96545,1.68081,20.24561,0.08695,0.00088,0.0005,0.99753,0.23389,0.08053,0.68805,0.27258,4.00529,0.49981,0.00316,0.85454,1.13727,0.0021,0.88608,0.28554,0.0,0.15227,0.0,0.69667,0.76747,0.86844
450539,ea1a5662,1113813,4293390.0,Myles Peart-Harris,Myles Peart-Harris,Brentford,9937,Brentford,9937,187.0,right,22.0,England,0.90105,RW,CM/LM/RW/AM/LW,False,,2009.0,0.98673,0.15355,0.51487,0.1184,0.30244,0.62288,1.0221,15.4,0.14074,0.00168,0.00075,0.88274,0.51682,0.24589,0.46797,0.11782,3.75152,0.59714,0.00241,1.33379,0.9671,0.00281,0.91669,0.40607,0.0,0.15151,0.0,0.7,0.68013,0.54289
232653,1544f145,1021929,186002.0,Jacob Ramsey,Jacob Ramsey,Aston Villa,10252,Aston Villa,10252,180.0,right,24.0,England,40.98014,LW,LM/AM/LW,False,,9172.0,0.99889,0.15165,0.37048,0.09667,0.23536,0.89548,1.52808,21.96966,0.08569,0.00041,0.00723,1.053,0.1708,0.15643,0.48865,0.19819,3.55901,0.55043,0.0027,1.41711,0.80833,0.00837,0.83554,0.35866,0.0,0.15148,0.0,0.8598,0.81507,0.87978
643135,675cacff,1573122,4293394.0,Fer López González,Fer Lopez,Wolverhampton Wanderers,8602,Wolverhampton Wanderers,8602,,left,21.0,Spain,11.01374,AM,AM/RW/ST,False,,668.0,0.98701,0.15265,0.57023,0.09539,0.29384,0.73347,1.27528,24.24937,0.14024,0.00243,0.00079,1.25802,0.37624,0.19298,0.43906,0.08379,3.84473,0.5705,0.00277,1.27449,1.16834,0.00402,0.90195,0.28942,0.0,0.15067,0.0,0.7,0.584,0.52
216094,74f2e748,966018,4293354.0,Jeremie Frimpong,Jeremie Frimpong,Liverpool,8650,Liverpool,8650,171.0,right,24.0,Netherlands,61.48953,RWB,RB/RWB/RM/RW/AM,False,,13418.0,0.98333,0.15228,0.41856,0.12361,0.3954,0.8021,1.27711,24.51404,0.10535,0.00088,0.00405,1.24979,0.69613,0.23668,0.52058,0.0965,3.59599,0.96608,0.0028,1.30303,0.8832,0.00469,0.94656,0.47229,0.0,0.14974,0.0,0.95,0.584,0.52
248937,f3354c07,1049805,4293437.0,Sam Greenwood,Sam Greenwood,Leeds United,8463,Leeds United,8463,180.0,right,23.0,England,5.1586,ST,CM/AM/LW/ST,False,,6017.0,0.956,0.15616,0.65963,0.08293,0.24872,0.7513,1.31267,11.56544,0.13844,0.00099,0.00064,0.57123,0.67945,0.38798,0.28483,0.06284,3.1052,0.5688,0.00279,1.23537,1.65688,0.00079,0.96729,0.3376,0.0,0.14929,0.0,0.7,0.9,0.9
559684,973d6049,1315314,,Jack Moorhouse,Jack Moorhouse,Leyton Orient,8351,Leyton Orient,8351,,both,19.0,England,0.18,AM,DM/CM/AM/LW,False,,0.0,1.0,0.14744,0.675,0.11792,0.3892,0.7871,1.3545,28.1885,0.1544,0.0036,0.0007,1.1579,0.6415,0.2032,0.5473,0.1069,4.4085,0.5849,0.0018,1.4495,1.1768,0.0043,0.9021,0.3804,0.0,0.14744,0.0,0.7,0.584,0.52
461421,e814e1cf,1098752,3640757.0,Lewis Dobbin,Lewis Dobbin,Aston Villa,10252,Aston Villa,10252,175.0,left,22.0,England,2.16635,LW,CM/LM/RW/LW,False,,1705.0,1.0034,0.14527,0.55303,0.09533,0.23733,0.67241,1.03225,16.37372,0.09436,0.00146,0.00025,1.31086,0.34897,0.20701,0.2817,0.05808,3.2901,0.37793,0.0021,1.53205,0.8922,0.00293,0.82842,0.35242,0.0,0.14577,0.0,0.7,0.79267,0.87444
573062,e0eea46f,1302715,4045122.0,Martial Godo,Martial Godo,Fulham,9879,Fulham,9879,,right,22.0,England,0.81913,LW,LW,False,,348.0,0.98478,0.14572,0.69425,0.10421,0.30172,0.69944,1.19853,22.50533,0.11557,0.00234,0.00038,1.42581,0.80904,0.18978,0.522,0.05495,3.86837,0.52706,0.00206,1.35243,0.97449,0.00286,0.92,0.25585,0.0,0.1435,0.0,0.7,0.67453,0.54156
547037,38a6c944,1575707,,Jack Fletcher,Jack Fletcher,Manchester United Academy,1070257,Manchester United,10260,,left,18.0,Scotland,0.025,AM,CM/AM,False,,0.0,1.0,0.143,0.66925,0.11528,0.38062,0.9633,1.64959,32.48277,0.1773,0.00442,0.00074,0.97011,0.60808,0.21188,0.65166,0.08549,4.82025,0.48119,0.00175,1.34721,1.16973,0.00473,0.9021,0.3804,0.0,0.143,0.0,0.7,0.584,0.52
499721,00953a9d,1407250,3972025.0,Mikey Moore,Mikey Moore,Rangers,8548,Tottenham Hotspur,8586,180.0,right,18.0,England,23.9748,RW,LM/RW/AM/LW,False,,814.0,1.00143,0.14191,0.65116,0.11478,0.33859,0.62491,1.04526,20.69793,0.08877,0.00188,0.00098,1.2613,0.5787,0.2441,0.4121,0.06465,3.26039,0.47415,0.00183,1.58927,0.90742,0.00371,0.81248,0.28037,0.0,0.14211,0.0,0.68975,0.584,0.52
219249,fb495bb8,866686,3940833.0,Matt O'Riley,Matthew O'Riley,Brighton & Hove Albion,10204,Brighton & Hove Albion,10204,187.0,left,24.0,Denmark,25.21037,AM,DM/CM/AM,False,,2038.0,0.96758,0.14627,0.54673,0.1364,0.34365,0.63679,1.21067,23.72835,0.09328,0.00173,0.02273,0.85634,0.92711,0.10971,0.74235,0.15048,2.9434,0.55797,0.00209,1.05154,1.0247,0.01559,0.83283,0.22048,0.0,0.14153,0.0,0.95,0.584,0.52
444180,e4238fb1,1171140,230755.0,Jaidon Anthony,Jaidon Anthony,Burnley,8191,Burnley,8191,183.0,right,25.0,England,10.60774,LW,RM/LM/RW/LW,False,,9630.0,1.00865,0.1401,0.51572,0.10336,0.28867,0.73627,1.33637,17.2539,0.07037,0.00063,0.00015,1.04134,0.7578,0.20925,0.64627,0.1182,4.00105,0.80975,0.00378,0.90424,0.89854,0.00119,0.96715,0.54222,0.0,0.14131,0.0,0.7,0.89253,0.89822
153133,6ca5ec4b,604785,23326.0,Alex Iwobi,Alex Iwobi,Fulham,9879,Fulham,9879,180.0,right,29.0,Nigeria,34.02099,LW,RWB/DM/CM/RW/AM/LW,False,,12965.0,1.05057,0.13404,0.65264,0.1533,0.38412,0.6832,1.27882,29.70722,0.03605,0.00043,9e-05,1.3805,0.67596,0.14537,0.47489,0.03478,4.59833,0.6337,0.00226,0.52186,0.60748,0.00071,0.95265,0.48783,0.0,0.14082,0.0,0.7,0.7796,0.87133
433036,afb61630,868344,4293358.0,Tijjani Reijnders,Tijjani Reijnders,Manchester City,8456,Manchester City,8456,185.0,right,27.0,Netherlands,63.38854,DM,DM/CM/AM,False,,14713.0,1.01485,0.13785,0.51341,0.11728,0.26513,0.59736,1.08136,42.01109,0.07608,0.00081,0.00065,0.95965,0.31223,0.03856,0.95061,0.19699,4.4694,0.68189,0.00273,0.65954,0.7885,0.00632,0.97592,0.80533,0.0,0.1399,0.0,0.95,0.584,0.52
513433,ae9b998d,1430151,3923371.0,Brajan Gruda,Brajan Gruda,Brighton & Hove Albion,10204,Brighton & Hove Albion,10204,178.0,left,21.0,Germany,29.36884,RW,RM/RW/AM/ST,False,,2532.0,1.00184,0.13964,0.54559,0.15381,0.42682,0.77872,1.21316,16.62709,0.08687,0.00148,0.00054,1.42635,0.86117,0.15387,0.30582,0.02937,3.10866,0.36818,0.00199,1.39571,0.92292,0.00231,0.8502,0.12251,0.0,0.1399,0.0,0.7,0.5308,0.50733
436234,7b5ab7f2,970692,2098573.0,Bryan Gil Salvatierra,Bryan Gil,Tottenham Hotspur,8586,Tottenham Hotspur,8586,175.0,left,24.0,Spain,16.4566,LW,RM/LM/RW/AM/LW,True,A few days,7504.0,0.95337,0.14545,0.53288,0.12084,0.31817,0.72125,1.26737,21.7584,0.14468,0.00074,0.00028,1.6978,0.68672,0.26661,0.54552,0.03232,4.1933,0.35184,0.00206,1.6743,1.07297,0.00706,0.86567,0.28503,0.0,0.13867,0.0,0.95,0.5336,0.508
427637,5bc43860,952322,4293431.0,Brenden Aaronson,Brenden Aaronson,Leeds United,8463,Leeds United,8463,178.0,right,24.0,USA,17.42045,AM,RM/CM/AM/LW/RW,False,,8407.0,0.90897,0.15201,0.42399,0.09939,0.23072,0.69928,1.30591,17.3202,0.0413,0.00058,0.00028,0.93056,0.364,0.1476,0.22359,0.05155,3.37631,0.24187,0.00363,1.53047,0.82454,0.01228,0.93955,0.34574,0.0,0.13817,0.0,0.95,0.56533,0.51556
166989,56f7a928,465960,110910.0,Youri Tielemans,Youri Tielemans,Aston Villa,10252,Aston Villa,10252,177.0,right,28.0,Belgium,34.14076,DM,DM/CM/AM,False,,17440.0,1.04761,0.07869,0.41913,0.13687,0.31635,1.29454,2.0691,45.1134,0.0961,0.00056,0.00034,0.76451,0.50818,0.00498,0.73492,0.34671,4.74975,0.95049,0.00144,1.38444,1.10303,0.01645,0.96614,0.71193,0.5,0.13773,0.0,0.95,0.9,0.9
111317,dc4cae05,674014,230752.0,David Brooks,David Brooks,AFC Bournemouth,8678,AFC Bournemouth,8678,173.0,left,28.0,Wales,8.49226,RW,DM/RM/RW/AM,False,,5685.0,0.98665,0.13887,0.58307,0.11869,0.31219,0.4249,0.84226,15.47646,0.1016,0.00166,0.00027,0.89138,0.61145,0.11125,0.4098,0.07913,3.25216,0.42099,0.00254,1.14051,0.79972,0.0013,0.84652,0.10446,0.0,0.13701,0.0,0.7,0.78707,0.87311
156689,6639e500,575779,242909.0,Andreas Hoelgebaum Pereira,Andreas Pereira,Fulham,9879,Fulham,9879,178.0,right,29.0,Brazil,14.56357,DM,DM/RM/CM/RW/AM,False,,9130.0,0.89577,0.12804,0.3973,0.1573,0.34119,0.55046,0.94239,22.8247,0.13403,0.00087,0.00052,0.53645,1.66862,0.04747,0.32173,0.08949,3.63217,0.55269,0.00242,0.87127,1.00027,0.0098,0.9289,0.23224,0.2,0.13681,0.0,0.59564,0.9,0.9
462635,01962d0d,956161,4293439.0,Joe Gelhardt,Joe Gelhardt,Hull City,8667,Leeds United,8463,179.0,left,23.0,England,5.31337,RW,RW/AM/LW/ST,False,,4425.0,0.92251,0.14793,0.51285,0.08205,0.17905,0.72124,1.09041,11.95221,0.11405,0.00094,0.00055,1.30411,0.32869,0.16045,0.25227,0.08339,3.15631,0.92364,0.00342,1.57488,1.08811,0.00192,0.94055,0.3743,0.0,0.13647,0.0,0.7,0.61533,0.83222
114283,b0b4fd3e,312765,131338.0,Jack Grealish,Jack Grealish,Everton,8668,Manchester City,8456,175.0,right,29.0,England,33.12656,LW,LWB/AM/LW,False,,11298.0,0.96361,0.14137,0.52438,0.14766,0.44083,0.60152,1.02831,25.13927,0.12817,0.00072,0.00011,1.63199,0.45007,0.22438,0.35557,0.09591,3.68968,0.3767,0.00297,2.5302,0.9912,0.00246,0.9123,0.58131,0.0,0.13622,0.0,0.95,0.9,0.9
230376,86d96066,1023030,4316723.0,Jhon Arias,Jhon Arias,Wolverhampton Wanderers,8602,Wolverhampton Wanderers,8602,168.0,right,27.0,Colombia,17.0,RW,DM/CM/RW/AM/LW/ST,False,,540.0,1.00865,0.1166,0.63272,0.11477,0.32614,0.90771,1.41415,25.82151,0.12808,0.00222,0.00092,1.50603,1.00166,0.20151,0.43948,0.09752,4.40533,0.44956,0.00166,1.71814,1.32848,0.00323,0.92944,0.58081,0.15,0.1342,0.0,0.7,0.584,0.52
243016,83d074ff,831489,163914.0,Alexis Mac Allister,Alexis Mac Allister,Liverpool,8650,Liverpool,8650,174.0,right,26.0,Argentina,110.45355,DM,DM/CM/AM,False,,13605.0,1.01612,0.1295,0.47506,0.16157,0.41738,1.49794,2.61072,42.87605,0.1369,0.00068,0.00339,0.64418,0.55808,0.04596,0.8266,0.25564,5.29935,0.83013,0.00221,1.26869,1.57831,0.0191,0.95896,0.63173,0.02,0.1338,0.0,0.95,0.9,0.9
206915,4fb9c88f,933768,154682.0,Curtis Jones,Curtis Jones,Liverpool,8650,Liverpool,8650,182.0,right,24.0,England,49.42834,DM,RB/DM/CM/AM/LW/ST,False,,8265.0,0.99323,0.13418,0.48056,0.08978,0.19758,0.87488,1.54537,44.61632,0.06794,0.00091,0.00051,0.88111,0.15002,0.05447,0.57671,0.18891,4.33371,0.4876,0.00236,0.91407,0.9636,0.01338,0.89288,0.3751,0.0,0.13327,0.0,0.95,0.634,0.83667
88894,3a24769f,215384,3638248.0,Ross Barkley,Ross Barkley,Aston Villa,10252,Aston Villa,10252,189.0,right,31.0,England,2.63536,,DM/CM/AM,False,,6567.0,1.02345,0.1301,0.49367,0.10676,0.23059,0.50592,1.1408,32.3899,0.12079,0.00132,0.00061,1.2662,0.4221,0.06039,0.63022,0.19704,4.73312,0.87635,0.00246,0.93803,0.84103,0.00395,0.9258,0.5482,0.0,0.13316,0.0,0.55778,0.77907,0.56644
535818,4dcec659,1227012,1727418.0,Simon Adingra,Simon Adingra,Sunderland,8472,Sunderland,8472,175.0,right,23.0,Ivory Coast,28.80324,LW,RWB/RM/LM/RW/LW,False,,4672.0,1.02025,0.13022,0.52496,0.06809,0.2377,0.75709,1.36053,14.35663,0.08008,0.00137,0.00033,1.55529,0.54057,0.38247,0.51635,0.05945,3.67785,0.6475,0.00258,0.8542,0.82948,0.00214,0.90485,0.35494,0.0,0.13285,0.0,0.95,0.648,0.84
515024,42dd1b56,1199712,3652624.0,Luke Harris,Luke Harris,Oxford United,8653,Fulham,9879,177.0,right,20.0,Wales,1.37839,AM,LWB/CM/RW/AM/LW/ST,True,Early September 2025,298.0,0.99063,0.13345,0.66169,0.10605,0.36675,0.80241,1.37031,30.68598,0.14575,0.00383,0.00068,1.04523,0.862,0.12143,0.5497,0.08361,4.42588,0.56012,0.00164,1.29964,1.25389,0.00407,0.86202,0.3558,0.0,0.1322,0.0,0.7,0.584,0.52
209046,15f3ec41,846383,69539.0,Callum Hudson-Odoi,Callum Hudson-Odoi,Nottingham Forest,10203,Nottingham Forest,10203,182.0,right,24.0,England,27.42614,LW,LM/RW/AM/LW,False,,8420.0,1.12057,0.1176,0.57772,0.11328,0.28371,0.51588,0.83024,22.2525,0.05005,0.00045,0.0001,1.31432,0.50417,0.33618,0.43958,0.02748,3.71439,0.43456,0.00195,1.02325,0.55249,0.00084,0.90626,0.3414,0.0,0.13178,0.0,0.95,0.836,0.58
174592,57760e66,637744,4293409.0,Marcus Edwards,Marcus Edwards,Burnley,8191,Burnley,8191,168.0,left,26.0,England,13.52075,RW,RM/RW/LW/ST,False,,9870.0,1.03217,0.12684,0.435,0.10647,0.33043,0.40009,0.81962,15.13015,0.07485,0.00123,0.00037,1.4501,0.46776,0.12914,0.36736,0.03208,3.18267,0.41847,0.00296,1.67194,0.59905,0.01228,0.88514,0.26593,0.0,0.13092,0.0,0.95,0.584,0.52
159533,9a28eba4,493647,3639047.0,Adama Traoré Diarra,Adama Traoré,Fulham,9879,Fulham,9879,178.0,right,29.0,Spain,7.48549,RW,RM/LM/RW/AM/LW,False,,8680.0,0.95057,0.13615,0.45023,0.12313,0.36256,0.48954,0.83017,15.82499,0.07659,0.00102,0.00029,2.18057,0.91471,0.12452,0.17149,0.02158,3.2754,0.30183,0.00203,1.43817,1.03373,0.02011,0.91466,0.41353,0.0,0.12942,0.0,0.64722,0.82067,0.88111
168991,d328a254,532743,230745.0,Philip Billing,Philip Billing,AFC Bournemouth,8678,AFC Bournemouth,8678,193.0,left,29.0,Denmark,11.10406,DM,DM/CM,False,,10663.0,1.07862,0.11851,0.38973,0.08629,0.22691,1.11137,1.84934,20.60767,0.17931,0.00157,0.00045,0.57537,0.20333,0.04897,0.96805,0.26097,4.24828,1.2901,0.0027,0.88685,1.15935,0.01698,0.96286,0.5227,0.0,0.12782,0.0,0.7,0.78147,0.87178
606921,87189f25,1428401,4057906.0,Romain Esse,Romain Esse,Crystal Palace,9826,Crystal Palace,9826,178.0,left,20.0,England,18.62291,RW,RW/AM/LW,False,,3259.0,1.05386,0.12013,0.46798,0.12135,0.32323,1.40863,2.26303,11.98502,0.1043,0.00162,0.00061,1.07077,0.47018,0.20093,0.45043,0.05613,4.18981,0.62658,0.00167,1.81947,1.27268,0.00236,0.94243,0.44979,0.0,0.1266,0.0,0.7,0.4776,0.49467
496279,b54c480e,1288287,,Isaac Heath,Isaac Heath,Everton Academy,773653,Everton,8668,,right,20.0,England,0.07,LW,LWB/RM/CM/LM/RW/AM/LW/ST,False,,0.0,1.0,0.12583,0.62743,0.09058,0.28807,0.83885,1.41789,17.06074,0.13213,0.0022,0.00028,1.50724,0.70542,0.39969,0.62621,0.07798,4.14392,0.62614,0.00158,1.43884,1.12756,0.00301,0.896,0.3326,0.0,0.12583,0.0,0.7,0.584,0.52
504296,61a42f10,1396326,,Coby Ebere,Coby Ebere,Everton Academy,773653,Everton,8668,,right,19.0,Germany,,LW,LM/LW,False,,0.0,1.0,0.12583,0.62743,0.09058,0.28807,0.83885,1.41789,17.06074,0.13213,0.0022,0.00028,1.50724,0.70542,0.39969,0.62621,0.07798,4.14392,0.62614,0.00158,1.43884,1.12756,0.00301,0.896,0.3326,0.0,0.12583,0.0,0.7,0.584,0.52
208706,82518f62,850354,283020.0,Bruno Guimarães Rodriguez Moura,Bruno Guimaraes,Newcastle United,10261,Newcastle United,10261,182.0,right,27.0,Brazil,77.41716,CM,DM/CM,False,,16092.0,1.03815,0.12106,0.4096,0.14122,0.34132,1.2961,2.31613,42.04273,0.14971,0.00047,0.00031,1.18628,0.22383,0.05887,0.85709,0.30327,5.97497,0.82906,0.0023,2.62005,1.55622,0.01453,0.94871,0.60563,0.0,0.12568,0.0,0.95,0.9,0.9
247348,778ef829,859282,3762190.0,Daniel Muñoz Mejía,Daniel Munoz,Crystal Palace,9826,Crystal Palace,9826,183.0,right,29.0,Colombia,28.85854,RWB,RB/RWB/RM,False,,6158.0,0.96543,0.12856,0.36737,0.10954,0.26794,1.9689,3.12357,23.3269,0.2099,0.00053,0.00099,0.58532,0.49034,0.36112,1.15683,0.25062,4.68169,2.36549,0.00257,0.62268,1.51605,0.00157,0.97889,0.80916,0.0,0.12412,0.0,0.83444,0.9,0.9
209400,15b287da,621515,3879498.0,Daichi Kamada,Daichi Kamada,Crystal Palace,9826,Crystal Palace,9826,184.0,right,29.0,Japan,11.37388,AM,RWB/DM/CM/LM/AM/ST,True,Doubtful,12589.0,0.97511,0.12672,0.36315,0.10611,0.2603,1.09633,1.75908,25.81281,0.1232,0.00091,0.00028,0.59262,0.40241,0.14881,0.64227,0.18404,4.29943,0.61216,0.00232,1.05121,1.23504,0.00466,0.95877,0.45389,0.0,0.12356,0.0,0.95,0.83373,0.88422
61256,4d224fe8,208494,2170280.0,Carlos Henrique Casimiro,Casemiro,Manchester United,10260,Manchester United,10260,185.0,right,33.0,Brazil,7.57432,DM,DM/CM,False,,16415.0,0.98087,0.12509,0.47134,0.10841,0.24567,2.01606,3.36838,45.32559,0.21861,0.00085,0.00048,0.39297,0.19219,0.13524,1.18815,0.68195,6.52283,2.14872,0.0024,0.99259,1.26587,0.01991,0.94572,0.67658,0.0,0.12269,0.0,0.95,0.9,0.9
122806,90f91999,356406,131333.0,John McGinn,John McGinn,Aston Villa,10252,Aston Villa,10252,175.0,left,30.0,Scotland,15.98192,LW,DM/RM/CM/LM/RW/AM/LW,False,,16691.0,1.02994,0.11146,0.38901,0.11462,0.2691,1.07433,1.72469,26.68936,0.1457,0.00025,5e-05,1.21436,0.55183,0.06696,0.7348,0.11648,4.77317,0.53058,0.00182,2.02678,1.27778,0.00059,0.96633,0.64295,0.05,0.12033,0.0,0.95,0.9,0.9
204480,1c7012b8,654096,32973.0,Declan Rice,Declan Rice,Arsenal,9825,Arsenal,9825,185.0,right,26.0,England,115.24277,CM,DM/CM/AM,False,,19423.0,1.11186,0.10779,0.45274,0.13703,0.31075,1.05526,1.88329,47.50416,0.11499,0.00065,0.00016,0.71769,0.80164,0.04823,1.15927,0.35592,5.6026,1.34878,0.00181,0.44414,0.73245,0.00792,0.98001,0.79684,0.0,0.11985,0.0,0.95,0.77587,0.87044
432422,0db169ae,867414,3591232.0,Sandro Tonali,Sandro Tonali,Newcastle United,10261,Newcastle United,10261,182.0,right,25.0,Italy,64.84918,CM,DM/CM/AM,False,,12585.0,0.99725,0.1175,0.33433,0.09943,0.24164,0.99604,1.62702,36.79698,0.11199,0.00079,0.00052,0.55243,0.53111,0.05897,0.94308,0.34799,5.35552,0.9038,0.00217,1.2822,1.15993,0.00219,0.94544,0.66169,0.0,0.11718,0.0,0.95,0.6396,0.838
128295,df0a4c90,266520,192201.0,Christian Nørgaard,Christian Nørgaard,Arsenal,9825,Arsenal,9825,185.0,right,31.0,Denmark,11.47083,DM,DM/CM,False,,11744.0,0.97101,0.11903,0.37346,0.08824,0.19399,1.44614,2.42677,42.12409,0.17587,0.00136,0.00036,0.37499,0.19144,0.02501,1.45785,0.39317,6.4966,1.5975,0.00202,0.92914,1.40027,0.00196,0.92943,0.68329,0.0,0.11558,0.0,0.7,0.648,0.84
513834,c4720845,1137404,3879496.0,Andrew Moran,Andrew Moran,Brighton & Hove Albion,10204,Brighton & Hove Albion,10204,177.0,right,21.0,Ireland,3.3,AM,DM/RM/CM/LM/RW/AM,False,,4895.0,1.00929,0.11387,0.36581,0.10827,0.24847,1.14735,1.90804,20.65455,0.18807,0.00155,0.00044,0.81971,0.35916,0.10881,0.59715,0.16843,3.74172,0.72484,0.00182,1.36589,1.1751,0.01193,0.89123,0.51832,0.0,0.11492,0.0,0.7,0.7348,0.86067
490885,123d2733,1211806,3817324.0,George Earthy,George Earthy,West Ham United,8654,West Ham United,8654,180.0,right,21.0,England,3.95773,AM,RWB/CM/AM/RW/LW,False,,1606.0,1.00085,0.11313,0.36682,0.07983,0.20476,0.59944,1.06527,19.69015,0.11638,0.0025,0.00063,0.798,0.34415,0.14038,0.57412,0.14281,2.86711,0.57156,0.00196,0.91308,1.00459,0.00368,0.86508,0.32543,0.0,0.11323,0.0,0.7,0.584,0.52
250735,c6608135,833697,4293407.0,Darko Churlinov,Darko Churlinov,Burnley,8191,Burnley,8191,180.0,right,25.0,North Macedonia,1.16239,LW,RM/CM/LM/RW/AM/LW,False,,1310.0,0.97286,0.11629,0.48281,0.06883,0.19675,0.56258,0.98906,14.69109,0.11964,0.00183,0.00034,1.43936,0.36142,0.31989,0.50163,0.13126,3.77428,0.50988,0.002,1.17857,0.80245,0.00275,0.92354,0.28822,0.0,0.11314,0.0,0.87833,0.49533,0.49889
469272,a3c8b4d3,1283034,4293410.0,Loum Tchaouna,Loum Tchaouna,Burnley,8191,Burnley,8191,180.0,left,21.0,France,12.7087,RW,RM/RW/AM/ST,False,,3524.0,0.98197,0.11515,0.4771,0.07551,0.19225,0.5733,0.9775,15.37737,0.10756,0.00187,0.00056,0.88026,0.48029,0.18424,0.36526,0.05736,2.84177,0.62846,0.00173,1.06124,0.81329,0.00576,0.68776,0.33639,0.0,0.11307,0.0,0.83778,0.584,0.52
465694,2c56a792,1280132,4070128.0,Nico González Iglesias,Nico González,Manchester City,8456,Manchester City,8456,188.0,right,23.0,Spain,48.42837,DM,DM/CM/AM/ST,False,,7782.0,0.99985,0.11303,0.28146,0.08248,0.17273,0.9281,1.73625,48.01087,0.19317,0.00426,0.00345,0.67944,0.09828,0.01335,0.65017,0.11047,3.98295,1.12228,0.00206,0.85899,1.47037,0.00795,0.90448,0.41527,0.0,0.11302,0.0,0.95,0.45053,0.48822
249231,41f08ac8,1010426,1814996.0,Keane Lewis-Potter,Keane Lewis-Potter,Brentford,9937,Brentford,9937,170.0,right,24.0,England,27.96018,LB,LB/LWB/LM/LW,False,,9742.0,0.91591,0.12271,0.40375,0.0927,0.28411,0.64496,1.15944,20.42932,0.10214,0.00083,0.00165,0.99133,0.60479,0.13182,0.63469,0.24925,4.04517,1.62847,0.00256,0.8676,0.50162,0.0135,0.97018,0.7249,0.0,0.11239,0.0,0.7,0.746,0.86333
438098,6412cc03,1025462,1681493.0,Fábio Ferreira Vieira,Fabio Vieira,Arsenal,9825,Arsenal,9825,170.0,left,25.0,Portugal,21.65418,CM,RM/CM/RW/AM/LW,False,,6474.0,1.01405,0.11052,0.36555,0.12466,0.34834,0.76978,1.26232,26.7412,0.11882,0.00199,0.00042,0.65282,0.84657,0.06621,0.48523,0.11211,4.02241,0.44873,0.00225,1.4233,1.12783,0.00198,0.95,0.30542,0.0,0.11207,0.0,0.95,0.584,0.52
472769,91ca4a16,1300526,4057260.0,Nico O'Reilly,Nico O'Reilly,Manchester City,8456,Manchester City,8456,193.0,left,20.0,England,26.55747,LB,CB/LB/DM/CM/AM,False,,1281.0,1.04785,0.1061,0.32051,0.10956,0.29231,1.07853,1.63452,40.73455,0.10269,0.00199,0.00293,1.07635,0.37369,0.06494,0.54197,0.15367,4.23955,1.47936,0.00235,0.71697,0.78168,0.00562,0.92539,0.72827,0.0,0.11118,0.0,0.7,0.836,0.58
549912,47ce793b,1368654,4307735.0,Chemsdine Talbi,Chemsdine Talbi,Sunderland,8472,Sunderland,8472,175.0,right,20.0,Morocco,11.32883,RW,RW/LW,False,,551.0,1.01659,0.10834,0.61021,0.07413,0.24492,0.73462,1.2128,16.54645,0.13494,0.0039,0.00111,1.36487,0.6193,0.27303,0.59961,0.11049,4.06477,0.69586,0.00157,1.20099,0.71719,0.00396,0.76483,0.19371,0.0,0.11014,0.0,0.75611,0.584,0.52
532605,dd745366,1372921,2840080.0,Andrey Nascimento dos Santos,Andrey Santos,Chelsea,8455,Chelsea,8455,180.0,right,21.0,Brazil,49.88744,DM,DM/CM/AM,False,,3927.0,1.07967,0.1019,0.35084,0.07651,0.15512,1.92718,2.90736,40.21981,0.22105,0.00247,0.00089,0.56579,0.11366,0.01405,1.02888,0.29795,5.53343,1.47365,0.00185,1.65148,1.16527,0.01404,0.98475,0.82895,0.0,0.11002,0.0,0.7,0.584,0.52
477424,5ad50391,1070712,3634364.0,Joško Gvardiol,Josko Gvardiol,Manchester City,8456,Manchester City,8456,185.0,left,23.0,Croatia,78.71142,LB,CB/LB,False,,14747.0,1.02302,0.10438,0.29373,0.09652,0.2003,0.99245,1.52308,61.15206,0.05755,0.00055,0.0037,0.7442,0.13958,0.06854,1.16072,0.46971,4.86962,2.33657,0.00191,0.73868,0.65734,0.03414,0.95259,0.84266,0.0,0.10678,0.0,0.95,0.9,0.9
